id,title,release_date,overview,Family,Animation,History,Documentary,Adventure,Western,Crime,Drama,Horror,Science Fiction,Romance,War,Mystery,Fantasy,Action,TV Movie,Thriller,Comedy,Music
7551,Déjà Vu,2006-11-22,"Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry, Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10527,Madagascar: Escape 2 Africa,2008-10-30,"Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40807,50/50,2011-09-30,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
491854,Foxtrot Six,2019-02-21,"Escalating climate change is turning the world economy upside down. With crops dying and food price spiking, FOOD has replaced oil as the world's most valuable commodity.  Among the very few lands still left fertile, Indonesia is quickly rising as the next economic superpower, when its government is suddenly and ruthlessly overtaken by a popular rogue political party.  In just three days, six former Marines must work together, find their long-lost brotherhood, stop a nationwide government- sanctioned genocide, and save millions of lives, for one last shot at redemption. Or die trying.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
406563,Insidious: The Last Key,2018-01-03,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
175112,Tinker Bell and the Pirate Fairy,2014-02-13,"Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8810,Mad Max 2,1981-12-24,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
256961,Paul Blart: Mall Cop 2,2015-04-16,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
159824,Hotel Transylvania 2,2015-09-21,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
301337,Downsizing,2017-12-22,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
65754,The Girl with the Dragon Tattoo,2011-12-14,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
10358,Zack and Miri Make a Porno,2008-09-18,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
152532,Dallas Buyers Club,2013-11-17,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
437586,Mid90s,2018-10-19,"Stevie is a sweet 13-year-old about to explode. His mom is loving and attentive, but a little too forthcoming about her romantic life. His big brother is a taciturn and violent bully. So Stevie searches his working-class Los Angeles suburb for somewhere to belong. He finds it at the Motor Avenue skate shop.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31011,Mr. Nobody,2009-11-06,"Nemo Nobody leads an ordinary existence with his wife and 3 children; one day, he wakes up as a mortal centenarian in the year 2092.",0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
60308,Moneyball,2011-09-22,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225574,Non-Stop,2014-02-26,"Bill Marks is a burned-out veteran of the Air Marshals service. He views the assignment not as a life-saving duty, but as a desk job in the sky. However, today's flight will be no routine trip. Shortly into the transatlantic journey from New York to London, he receives a series of mysterious text messages ordering him to have the government transfer $150 million into a secret account, or a passenger will die every 20 minutes.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
278924,Mechanic: Resurrection,2016-08-25,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
612,Munich,2005-12-23,"During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
310307,The Founder,2016-09-13,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22538,Scott Pilgrim vs. the World,2010-07-27,"Scott Pilgrim is a 23 year old radical Canadian gamer and wannabe rockstar who falls in love with an American delivery girl, Ramona Flowers, and must defeat her seven evil exes to be able to date her.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
283366,Miss Peregrine's Home for Peculiar Children,2016-09-28,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8363,Superbad,2007-08-17,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10719,Elf,2003-10-09,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
207933,Stonehearst Asylum,2014-09-11,"A Harvard Medical School graduate takes a position at a mental institution and soon becomes obsessed with a female mental patient, but he has no idea of a recent and horrifying staffing change.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421658,Final Score,2018-09-07,"When a stadium is seized by a group of heavily armed criminals during a major sporting event, an ex-soldier must use all his military skills to save both the daughter of a fallen comrade and the huge crowd unaware of the danger.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
419478,Midnight Sun,2018-03-22,"Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
369885,Allied,2016-11-17,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
2252,Eastern Promises,2007-09-14,"A Russian teenager, living in London, dies during childbirth but leaves clues to a midwife in her journal, that could tie her child to a rape involving a violent Russian mob family.",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
100042,Dumb and Dumber To,2014-11-12,"20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,The Patriot,2000-06-28,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
403,Driving Miss Daisy,1989-12-13,The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned upon. Oscar winning tragic comedy with a star-studded cast and based on a play of the same name by Alfred Uhry.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
370567,Sherlock Gnomes,2018-03-15,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.",1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
10112,The Aristocats,1970-12-23,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13223,Gran Torino,2008-12-09,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,American History X,1998-10-30,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262543,Automata,2014-10-09,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11688,The Emperor's New Groove,2000-12-09,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25475,Tinker Bell and the Lost Treasure,2009-09-03,"A blue harvest moon will rise, allowing the fairies to use a precious moonstone to restore the Pixie Dust Tree, the source of all their magic. But when Tinker Bell accidentally puts all of Pixie Hollow in jeopardy, she must venture out across the sea on a secret quest to set things right.",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,Judgment Night,1993-10-15,"While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat & mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
8961,Bad Boys II,2003-07-18,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
44115,127 Hours,2010-11-05,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1491,The Illusionist,2006-08-18,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crowned prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7299,Equilibrium,2002-12-06,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
335,Once Upon a Time in the West,1968-12-21,A widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495925,Doraemon the Movie: Nobita's Treasure Island,2018-03-03,The story is based on Robert Louis Stevenson's Treasure Island novel.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Mrs. Doubtfire,1993-11-24,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
339692,Shot Caller,2017-07-13,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
529245,The Crossword Mysteries: A Puzzle to Die For,2019-03-10,"A brilliant crossword puzzle editor (Chabert) finds her life turned upside-down when she is pulled into a police investigation after several of the clues in her recent puzzles are linked to unsolved crimes. Proving her innocence means leaving the comfort of her sheltered world and working with a tough police detective (Elliott), puzzling through clues together in order to crack the case, as the two are fish out of water in each other's worlds.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
429415,Extinction,2018-07-15,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
65057,The Descendants,2011-09-09,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11970,Hercules,1997-06-20,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
205587,The Judge,2014-10-08,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
841,Dune,1984-12-14,"In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
49519,The Croods,2013-03-20,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
116149,Paddington,2014-11-28,"A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223702,Sausage Party,2016-07-11,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
400106,Bright,2017-12-22,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
71676,Ghost Rider: Spirit of Vengeance,2011-12-10,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
756,Fantasia,1940-11-13,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2026,Hostage,2005-03-10,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
420426,Bleach,2018-07-20,"High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
82693,Silver Linings Playbook,2012-09-08,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10192,Shrek Forever After,2010-05-16,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
460019,Truth or Dare,2018-04-12,"A harmless game of ""Truth or Dare"" among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
340945,USS Indianapolis: Men of Courage,2016-09-22,"The harrowing true story of the crew of the USS Indianapolis, who were stranded in the Philippine Sea for five days after delivering the atomic weapons that would eventually end WWII. As they awaited rescue, they endured extreme thirst, hunger, and relentless shark attacks.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
651,M*A*S*H,1970-01-24,The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
819,Sleepers,1996-10-18,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
38055,Megamind,2010-10-28,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
218043,Left Behind,2014-10-03,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
988,The China Syndrome,1979-03-16,"While doing a series of reports on alternative energy sources, opportunistic reporter Kimberly Wells witnesses an accident at a nuclear power plant. Wells is determined to publicize the incident, but soon finds herself entangled in a sinister conspiracy to keep the full impact of the incident a secret.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11906,Suspiria,1977-02-01,"From the moment she arrives in Freiberg, Germany, to attend the prestigious Tanz Academy, American ballet-dancer Suzy Bannion senses that something horribly evil lurks within the walls of the age-old institution.",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
583,Life of Brian,1979-08-17,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201085,Crimson Peak,2015-10-13,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0
2675,Signs,2002-08-02,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
528949,The Photographer of Mauthausen,2018-10-26,"Spanish photographer Francesc Boix, imprisoned in the Mauthausen-Gusen concentration camp, works in the SS Photographic Service. Between 1943 and 1945, he hides, with the help of other prisoners, thousands of negatives, with the purpose of showing the freed world the atrocities committed by the Nazis, exhaustively documented. He will be a key witness during the Nuremberg Trials.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
41513,The Smurfs,2011-07-29,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
634,Bridget Jones's Diary,2001-04-13,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
783,Gandhi,1982-11-30,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
489931,American Animals,2018-06-01,"Lexington, Kentucky, 2004. Four young men attempt to execute one of the most audacious art heists in the history of the United States.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2109,Rush Hour,1998-09-18,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
196867,Annie,2014-12-19,"Ever since her parents left her as a baby, little Annie has led a hard-knock life with her calculating foster mother, Miss Hannigan. However, all that changes when hard-nosed billionaire and mayoral candidate Will Stacks takes her in on the recommendation of his advisers. Stacks believes that he's Annie's guardian angel, but the plucky youngster's confidence and sunny outlook may mean that Annie will save Will instead.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
80278,The Impossible,2012-09-09,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9273,Ace Ventura: When Nature Calls,1995-11-10,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7443,Chicken Run,2000-06-21,"Having been hopelessly repressed and facing eventual certain death at the British chicken farm where they are held, Ginger the chicken along with the help of Rocky the American rooster decide to rebel and lead their fellow chickens in a great escape from the murderous farmers Mr. and Mrs. Tweedy and their farm of doom.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-13,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
241239,A Most Violent Year,2014-12-30,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
46195,Rio,2011-04-03,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1954,The Butterfly Effect,2004-01-22,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39108,Dragon Ball Z: Wrath of the Dragon,1995-07-15,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
87827,Life of Pi,2012-11-20,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
195589,Neighbors,2014-05-08,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51620,Death Race 2,2010-11-12,"In the world's most dangerous prison, a new game is born: Death Race. The rules of this adrenaline-fueled blood sport are simple, drive or die. When repentant convict Carl Lucas discovers there's a price on his head, his only hope is to survive a twisted race against an army of hardened criminals and tricked-out cars.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
